PlayKey,time,event,x,y,dir,dis,o,s
43540-7-34,16.7,,92.1,29.93,93.94,0.34,74.63,2.82
43540-7-34,16.8,,92.43,29.92,94.77,0.33,84.54,2.67
43540-7-34,16.9,,92.69,29.89,95.61,0.26,94.34,2.47
43540-7-34,17.0,,92.94,29.87,96.75,0.25,103.91,2.27
43540-7-34,17.1,,93.17,29.85,97.82,0.23,113.22,2.05
43540-7-34,17.2,,93.38,29.81,99.38,0.22,122.05,1.82
43540-7-34,17.3,,93.54,29.76,100.83,0.17,130.28,1.59
43540-7-34,17.4,,93.68,29.69,102.65,0.16,137.86,1.34
43540-7-34,17.5,,93.8,29.65,105.3,0.12,144.9,1.09
43540-7-34,17.6,,93.88,29.6,108.36,0.1,151.2,0.85
43540-7-34,17.7,,93.94,29.55,113.52,0.08,156.98,0.62
43540-7-34,17.8,,93.94,29.52,122.01,0.03,161.74,0.42
43540-7-34,17.9,first_contact,93.95,29.48,141.88,0.04,166.0,0.25
43540-7-34,18.0,,93.92,29.47,193.84,0.03,169.69,0.18
43540-7-34,18.1,,93.88,29.45,238.61,0.04,172.92,0.26
43540-7-34,18.2,,93.83,29.43,255.33,0.06,175.87,0.39
43540-7-34,18.3,,93.75,29.42,264.11,0.08,178.57,0.53
43540-7-34,18.4,,93.66,29.43,268.9,0.09,181.21,0.66
43540-7-34,18.5,,93.55,29.45,272.29,0.11,183.79,0.79
43540-7-34,18.6,,93.44,29.47,274.82,0.11,186.3,0.89
43540-7-34,18.7,tackle,93.33,29.49,276.56,0.11,188.41,0.97
43540-7-34,18.8,,93.21,29.52,278.3,0.12,190.44,1.05
43540-7-34,18.9,,93.09,29.54,279.32,0.12,192.03,1.12
43540-7-34,19.0,,92.98,29.56,280.48,0.12,193.56,1.18
43540-7-34,19.1,,92.86,29.58,281.19,0.12,194.85,1.23
43540-7-34,19.2,,92.73,29.6,281.77,0.12,195.96,1.27
43540-7-34,19.3,,92.6,29.63,282.11,0.13,196.84,1.3
43540-7-34,19.4,,92.46,29.66,282.5,0.14,197.33,1.31
43540-7-34,19.5,,92.34,29.68,282.36,0.13,197.43,1.33
43540-7-34,19.6,,92.21,29.71,282.53,0.13,197.25,1.34
43540-7-34,19.7,,92.08,29.75,282.5,0.14,196.59,1.35
43540-7-34,19.8,,91.94,29.79,282.95,0.14,195.54,1.36
43540-7-34,19.9,,91.8,29.84,283.26,0.15,194.33,1.38
43540-7-34,20.0,,91.65,29.86,283.95,0.15,193.05,1.38
43540-7-34,20.1,,91.51,29.89,284.9,0.14,191.85,1.39
43540-7-34,20.2,,91.37,29.92,285.43,0.14,190.61,1.39
43540-7-34,20.3,,91.24,29.96,285.84,0.14,189.35,1.4
43540-7-34,20.4,,91.11,29.98,285.88,0.14,188.24,1.41
43540-7-34,20.5,,90.98,30.01,286.22,0.13,187.19,1.42
43540-7-34,20.6,,90.84,30.05,286.25,0.14,186.28,1.43
43540-7-34,20.7,,90.7,30.09,286.12,0.15,185.43,1.43
43540-7-34,20.8,,90.57,30.13,286.11,0.14,184.61,1.44
43540-7-34,20.9,,90.44,30.18,286.22,0.13,183.98,1.44
43540-7-34,21.0,,90.32,30.24,286.77,0.14,183.51,1.45
43540-7-34,21.1,,90.19,30.3,286.58,0.14,183.16,1.45
43540-7-34,21.2,,90.05,30.34,286.11,0.15,182.69,1.46
43540-7-34,21.3,,89.9,30.38,286.21,0.15,182.13,1.47
43540-7-34,21.4,,89.76,30.43,286.08,0.15,181.47,1.48
43540-7-34,21.5,,89.61,30.47,285.9,0.15,180.82,1.48
43540-7-34,21.6,,89.46,30.51,285.69,0.16,180.02,1.48
43540-7-34,21.7,,89.31,30.56,285.58,0.16,179.25,1.48
43540-7-34,21.8,,89.16,30.59,284.78,0.15,178.54,1.48
43540-7-34,21.9,,89.02,30.64,284.21,0.15,178.09,1.48
43540-7-34,22.0,,88.88,30.67,283.47,0.15,177.95,1.47
43540-7-34,22.1,,88.72,30.69,282.92,0.16,178.0,1.46
43540-7-34,22.2,,88.56,30.72,282.85,0.16,178.23,1.46
43540-7-34,22.3,,88.42,30.75,282.53,0.15,178.69,1.45
43540-7-34,22.4,,88.28,30.78,282.44,0.14,179.55,1.44
43540-7-34,22.5,,88.14,30.81,282.41,0.15,180.69,1.42
43540-7-34,22.6,,88.0,30.85,282.19,0.14,182.05,1.4
43540-7-34,22.7,,87.87,30.86,282.56,0.14,183.58,1.4
43540-7-34,22.8,,87.74,30.89,282.49,0.13,185.26,1.4
43540-7-34,22.9,,87.61,30.91,283.13,0.13,187.07,1.4
43540-7-34,23.0,,87.48,30.93,283.98,0.13,189.05,1.39
43540-7-34,23.1,,87.34,30.96,284.59,0.14,190.96,1.38
43540-7-34,23.2,,87.21,30.99,285.99,0.14,192.77,1.38
43540-7-34,23.3,,87.09,31.03,287.22,0.13,194.57,1.38
43540-7-34,23.4,,86.96,31.06,287.58,0.13,196.3,1.37
43540-7-34,23.5,,86.84,31.09,289.01,0.13,197.94,1.37
43540-7-34,23.6,,86.7,31.13,290.61,0.14,199.42,1.37
43540-7-34,23.7,,86.56,31.18,291.7,0.15,200.64,1.38
43540-7-34,23.8,,86.42,31.24,293.0,0.15,201.75,1.38
43540-7-34,23.9,,86.29,31.3,294.3,0.14,202.73,1.37
43540-7-34,24.0,,86.16,31.35,295.49,0.14,203.71,1.36
43540-7-34,24.1,,86.04,31.43,296.65,0.15,204.4,1.35
43540-7-34,24.2,,85.91,31.51,298.09,0.15,204.77,1.35
43540-7-34,24.3,,85.78,31.56,299.34,0.14,205.03,1.35
43540-7-34,24.4,,85.68,31.65,300.85,0.14,205.27,1.34
43540-7-34,24.5,,85.55,31.73,302.13,0.15,205.4,1.33
43540-7-34,24.6,,85.44,31.81,303.45,0.14,205.52,1.31
43540-7-34,24.7,,85.33,31.88,304.81,0.13,205.48,1.3
43540-7-34,24.8,,85.23,31.95,306.18,0.12,205.37,1.28
43540-7-34,24.9,,85.13,32.01,308.16,0.12,205.31,1.27
43540-7-34,25.0,,85.03,32.09,309.34,0.12,205.04,1.26
43540-7-34,25.1,,84.94,32.17,310.31,0.12,204.73,1.24
43540-7-34,25.2,,84.85,32.25,311.93,0.12,204.39,1.24
43540-7-34,25.3,,84.76,32.33,312.15,0.12,204.3,1.23
43540-7-34,25.4,,84.67,32.41,312.79,0.12,204.43,1.21
43540-7-34,25.5,,84.59,32.49,312.88,0.12,204.62,1.2
43540-7-34,25.6,,84.51,32.57,313.36,0.12,204.65,1.2
43540-7-34,25.7,,84.43,32.66,313.74,0.12,204.64,1.2
43540-7-34,25.8,,84.36,32.76,313.88,0.13,204.47,1.2
43540-7-35,0.0,huddle_start_offense,80.19,31.11,188.75,0.01,105.36,0.23
43540-7-35,0.1,,80.19,31.1,190.06,0.01,101.55,0.22
43540-7-35,0.2,,80.19,31.08,192.8,0.02,98.26,0.21
43540-7-35,0.3,,80.15,31.05,198.61,0.05,95.34,0.18
43540-7-35,0.4,,80.14,31.02,211.01,0.04,92.88,0.17
43540-7-35,0.5,,80.11,31.0,220.24,0.03,90.63,0.14
43540-7-35,0.6,,80.08,31.0,230.39,0.03,88.26,0.12
43540-7-35,0.7,,80.09,31.01,227.61,0.01,85.7,0.1
43540-7-35,0.8,,80.1,31.01,220.34,0.0,82.44,0.08
43540-7-35,0.9,,80.12,31.0,221.12,0.02,77.68,0.08
43540-7-35,1.0,,80.12,30.99,222.66,0.01,71.66,0.08
43540-7-35,1.1,,80.11,30.99,228.71,0.01,64.57,0.07
43540-7-35,1.2,,80.1,30.98,226.87,0.01,56.57,0.04
43540-7-35,1.3,,80.09,30.98,246.29,0.01,48.14,0.02
43540-7-35,1.4,,80.09,30.99,304.17,0.01,39.75,0.01
43540-7-35,1.5,,80.09,31.0,70.05,0.01,31.79,0.01
43540-7-35,1.6,,80.09,31.0,101.31,0.0,24.48,0.01
43540-7-35,1.7,,80.09,31.0,109.33,0.0,18.01,0.01
43540-7-35,1.8,,80.1,31.0,302.05,0.0,12.52,0.0
43540-7-35,1.9,,80.1,31.0,323.75,0.0,8.04,0.01
43540-7-35,2.0,,80.1,31.0,355.28,0.0,4.66,0.01
43540-7-35,2.1,,80.1,31.0,21.37,0.0,2.94,0.02
43540-7-35,2.2,,80.1,31.0,37.07,0.0,2.86,0.02
43540-7-35,2.3,,80.1,31.0,39.68,0.0,4.15,0.02
43540-7-35,2.4,,80.1,31.0,46.92,0.0,6.22,0.02
43540-7-35,2.5,,80.11,31.01,51.46,0.0,8.34,0.02
43540-7-35,2.6,,80.11,31.01,47.72,0.0,10.3,0.02
43540-7-35,2.7,,80.11,31.01,43.68,0.0,12.15,0.03
43540-7-35,2.8,,80.11,31.01,39.3,0.0,13.89,0.03
43540-7-35,2.9,,80.11,31.01,37.58,0.0,15.57,0.03
43540-7-35,3.0,,80.11,31.01,36.63,0.0,17.2,0.03
43540-7-35,3.1,,80.11,31.02,35.59,0.0,18.81,0.04
43540-7-35,3.2,,80.11,31.02,34.38,0.0,20.41,0.04
43540-7-35,3.3,,80.12,31.02,32.43,0.0,22.01,0.04
43540-7-35,3.4,,80.12,31.03,30.48,0.01,23.63,0.05
43540-7-35,3.5,,80.12,31.03,27.9,0.01,25.26,0.06
43540-7-35,3.6,,80.13,31.04,23.07,0.01,26.91,0.08
43540-7-35,3.7,,80.13,31.04,17.23,0.01,28.59,0.15
43540-7-35,3.8,,80.13,31.04,14.55,0.01,30.37,0.22
43540-7-35,3.9,,80.14,31.05,14.49,0.01,32.51,0.25
43540-7-35,4.0,,80.14,31.06,15.97,0.01,35.86,0.24
43540-7-35,4.1,,80.14,31.06,19.47,0.01,41.45,0.22
43540-7-35,4.2,,80.15,31.07,22.46,0.01,48.11,0.19
43540-7-35,4.3,,80.15,31.08,22.08,0.01,55.44,0.17
43540-7-35,4.4,,80.15,31.1,24.59,0.02,63.27,0.15
43540-7-35,4.5,,80.17,31.14,28.9,0.05,71.25,0.14
43540-7-35,4.6,,80.19,31.27,32.83,0.13,79.17,0.12
43540-7-35,4.7,,80.21,31.39,38.11,0.12,86.85,0.11
43540-7-35,4.8,,80.22,31.44,44.76,0.05,94.15,0.11
43540-7-35,4.9,,80.23,31.43,46.47,0.02,100.8,0.11
43540-7-35,5.0,,80.24,31.39,46.0,0.04,107.09,0.11
43540-7-35,5.1,,80.25,31.34,44.74,0.04,112.85,0.11
43540-7-35,5.2,,80.23,31.31,39.33,0.04,117.66,0.11
43540-7-35,5.3,,80.24,31.27,33.44,0.03,119.75,0.11
43540-7-35,5.4,,80.25,31.25,32.19,0.03,119.91,0.1
43540-7-35,5.5,,80.24,31.21,62.51,0.03,119.52,0.07
43540-7-35,5.6,,80.26,31.2,116.68,0.02,118.84,0.06
43540-7-35,5.7,,80.28,31.19,144.02,0.02,117.99,0.06
43540-7-35,5.8,,80.28,31.19,147.22,0.01,116.81,0.06
43540-7-35,5.9,,80.28,31.2,157.89,0.0,115.23,0.03
43540-7-35,6.0,,80.28,31.21,183.35,0.01,113.4,0.01
43540-7-35,6.1,,80.27,31.23,121.0,0.02,111.6,0.01
43540-7-35,6.2,,80.26,31.26,285.64,0.03,109.53,0.02
43540-7-35,6.3,,80.26,31.3,271.2,0.04,107.13,0.03
43540-7-35,6.4,,80.29,31.33,238.97,0.04,104.44,0.03
43540-7-35,6.5,,80.31,31.34,192.63,0.02,101.97,0.04
43540-7-35,6.6,,80.29,31.35,218.86,0.02,100.27,0.07
43540-7-35,6.7,,80.29,31.34,223.55,0.01,99.22,0.11
43540-7-35,6.8,,80.26,31.34,216.19,0.02,98.64,0.14
43540-7-35,6.9,,80.25,31.32,214.4,0.02,98.53,0.17
43540-7-35,7.0,,80.24,31.3,214.25,0.02,99.02,0.22
43540-7-35,7.1,,80.21,31.28,210.62,0.04,100.13,0.26
43540-7-35,7.2,,80.19,31.25,209.27,0.04,101.44,0.32
43540-7-35,7.3,,80.21,31.19,211.04,0.06,102.92,0.39
43540-7-35,7.4,,80.24,31.13,212.66,0.07,105.06,0.44
43540-7-35,7.5,,80.19,31.09,211.88,0.06,108.1,0.49
43540-7-35,7.6,,80.15,31.05,215.17,0.06,111.67,0.53
43540-7-35,7.7,,80.14,31.0,216.27,0.05,115.37,0.58
43540-7-35,7.8,,80.11,30.95,217.71,0.05,118.99,0.61
43540-7-35,7.9,,80.05,30.9,220.34,0.08,122.71,0.66
43540-7-35,8.0,,80.02,30.85,221.81,0.06,126.74,0.69
43540-7-35,8.1,,79.98,30.79,223.74,0.08,131.07,0.72
43540-7-35,8.2,,79.94,30.73,227.91,0.07,135.51,0.76
43540-7-35,8.3,,79.88,30.67,232.56,0.09,139.85,0.8
43540-7-35,8.4,,79.82,30.6,234.16,0.09,144.27,0.81
43540-7-35,8.5,huddle_break_offense,79.74,30.56,235.52,0.1,148.63,0.83
43540-7-35,8.6,,79.65,30.5,238.2,0.1,152.44,0.86
43540-7-35,8.7,,79.57,30.45,239.33,0.1,155.45,0.89
43540-7-35,8.8,,79.48,30.4,239.89,0.1,157.97,0.89
43540-7-35,8.9,,79.39,30.36,240.29,0.1,160.32,0.91
43540-7-35,9.0,,79.29,30.32,241.0,0.1,162.53,0.91
43540-7-35,9.1,,79.19,30.28,241.12,0.1,164.33,0.92
43540-7-35,9.2,,79.1,30.25,241.49,0.1,165.64,0.91
43540-7-35,9.3,,79.01,30.23,241.61,0.09,166.51,0.9
43540-7-35,9.4,,78.92,30.2,239.78,0.1,167.19,0.88
43540-7-35,9.5,,78.82,30.18,238.64,0.1,167.73,0.86
43540-7-35,9.6,,78.74,30.14,238.07,0.09,168.15,0.84
43540-7-35,9.7,,78.66,30.1,236.83,0.09,168.5,0.81
43540-7-35,9.8,,78.6,30.04,235.53,0.08,168.73,0.77
43540-7-35,9.9,,78.54,29.99,234.52,0.08,168.96,0.73
43540-7-35,10.0,,78.49,29.94,233.95,0.08,169.22,0.69
43540-7-35,10.1,,78.44,29.89,233.0,0.07,169.63,0.65
43540-7-35,10.2,,78.4,29.83,231.65,0.07,170.17,0.62
43540-7-35,10.3,,78.36,29.76,229.86,0.08,170.96,0.58
43540-7-35,10.4,,78.33,29.69,226.82,0.07,171.78,0.54
43540-7-35,10.5,,78.29,29.65,226.17,0.06,172.54,0.5
43540-7-35,10.6,,78.26,29.61,225.53,0.05,173.16,0.45
43540-7-35,10.7,,78.24,29.58,225.77,0.04,173.82,0.41
43540-7-35,10.8,,78.22,29.55,225.64,0.04,174.41,0.37
43540-7-35,10.9,,78.19,29.55,227.05,0.03,174.82,0.33
43540-7-35,11.0,,78.16,29.55,227.44,0.03,175.19,0.29
43540-7-35,11.1,,78.14,29.54,230.88,0.02,175.47,0.26
43540-7-35,11.2,,78.12,29.53,237.05,0.02,175.64,0.22
43540-7-35,11.3,,78.11,29.51,246.01,0.02,175.62,0.19
43540-7-35,11.4,,78.09,29.52,255.35,0.02,175.35,0.18
43540-7-35,11.5,,78.08,29.53,267.9,0.01,174.85,0.18
43540-7-35,11.6,,78.08,29.53,280.57,0.01,174.29,0.19
43540-7-35,11.7,,78.07,29.53,290.73,0.01,173.76,0.21
43540-7-35,11.8,,78.06,29.54,295.69,0.01,173.22,0.22
43540-7-35,11.9,,78.05,29.54,299.12,0.01,172.69,0.22
43540-7-35,12.0,,78.04,29.54,300.45,0.01,172.3,0.22
43540-7-35,12.1,,78.02,29.54,302.01,0.01,172.17,0.23
43540-7-35,12.2,,78.01,29.55,304.19,0.02,172.3,0.23
43540-7-35,12.3,,77.98,29.57,304.99,0.03,172.76,0.23
43540-7-35,12.4,,77.95,29.6,304.06,0.04,173.5,0.23
43540-7-35,12.5,,77.9,29.64,302.81,0.06,174.49,0.23
43540-7-35,12.6,,77.87,29.68,302.77,0.06,175.59,0.23
43540-7-35,12.7,line_set,77.84,29.72,301.68,0.05,176.84,0.23
43540-7-35,12.8,,77.81,29.74,300.53,0.04,178.2,0.23
43540-7-35,12.9,,77.79,29.74,298.7,0.02,179.64,0.22
43540-7-35,13.0,,77.78,29.75,296.31,0.01,181.09,0.21
43540-7-35,13.1,,77.77,29.74,293.88,0.01,182.38,0.21
43540-7-35,13.2,,77.76,29.76,290.59,0.02,183.39,0.19
43540-7-35,13.3,,77.75,29.76,287.79,0.01,183.97,0.18
43540-7-35,13.4,,77.73,29.75,282.8,0.01,183.89,0.16
43540-7-35,13.5,,77.72,29.76,273.53,0.01,183.18,0.14
43540-7-35,13.6,,77.71,29.75,262.81,0.01,181.94,0.13
43540-7-35,13.7,,77.7,29.74,254.38,0.02,180.32,0.12
43540-7-35,13.8,,77.69,29.73,253.66,0.02,178.52,0.12
43540-7-35,13.9,,77.68,29.71,253.15,0.02,176.53,0.11
43540-7-35,14.0,,77.67,29.7,254.68,0.02,174.45,0.1
43540-7-35,14.1,,77.66,29.69,250.94,0.02,172.33,0.1
43540-7-35,14.2,,77.64,29.69,248.96,0.02,170.32,0.09
43540-7-35,14.3,,77.62,29.7,248.67,0.02,168.63,0.08
43540-7-35,14.4,,77.61,29.7,246.13,0.01,167.29,0.08
43540-7-35,14.5,,77.6,29.69,246.23,0.01,166.42,0.07
43540-7-35,14.6,,77.59,29.68,249.5,0.01,166.09,0.07
43540-7-35,14.7,,77.59,29.68,254.11,0.0,166.26,0.06
43540-7-35,14.8,,77.59,29.69,262.66,0.01,166.87,0.05
43540-7-35,14.9,,77.59,29.7,271.03,0.01,167.81,0.05
43540-7-35,15.0,,77.59,29.7,280.52,0.0,168.99,0.04
43540-7-35,15.1,,77.59,29.7,280.22,0.0,170.35,0.03
43540-7-35,15.2,,77.59,29.7,274.16,0.0,171.77,0.03
43540-7-35,15.3,,77.59,29.7,282.73,0.0,173.25,0.02
43540-7-35,15.4,,77.59,29.7,297.76,0.0,174.65,0.02
43540-7-35,15.5,,77.59,29.7,311.17,0.0,175.89,0.02
43540-7-35,15.6,,77.59,29.7,311.73,0.0,176.98,0.03
43540-7-35,15.7,,77.59,29.7,303.73,0.0,177.9,0.04
43540-7-35,15.8,,77.58,29.7,298.27,0.0,178.7,0.12
43540-7-35,15.9,,77.58,29.7,297.56,0.0,179.42,0.33
43540-7-35,16.0,ball_snap,77.58,29.7,296.87,0.0,180.08,0.52
43540-7-35,16.1,,77.58,29.71,295.78,0.0,180.79,0.67
43540-7-35,16.2,,77.57,29.71,294.06,0.0,181.88,0.8
43540-7-35,16.3,,77.57,29.71,288.29,0.01,183.51,0.88
43540-7-35,16.4,,77.56,29.71,286.7,0.01,186.56,0.89
43540-7-35,16.5,,77.55,29.72,286.49,0.01,191.31,0.88
43540-7-35,16.6,,77.53,29.73,286.52,0.03,197.28,0.87
43540-7-35,16.7,,77.4,29.8,286.56,0.14,203.7,0.87
43540-7-35,16.8,run,77.07,29.97,286.56,0.37,210.41,0.86
43540-7-35,16.9,,76.76,30.12,286.6,0.35,217.24,0.86
43540-7-35,17.0,,76.5,30.22,286.62,0.27,224.04,0.86
43540-7-35,17.1,,76.27,30.29,286.63,0.24,230.64,0.86
43540-7-35,17.2,,76.08,30.2,286.61,0.21,236.89,0.85
43540-7-35,17.3,,76.05,30.16,286.55,0.05,242.64,0.85
43540-7-35,17.4,,76.07,30.15,286.46,0.02,247.7,0.84
43540-7-35,17.5,,76.08,30.15,286.22,0.01,252.04,0.83
43540-7-35,17.6,,76.09,30.15,285.05,0.01,255.03,0.75
43540-7-35,17.7,,76.09,30.15,280.37,0.0,256.1,0.55
43540-7-35,17.8,,76.09,30.15,272.2,0.0,255.64,0.37
43540-7-35,17.9,,76.09,30.15,259.42,0.0,255.32,0.23
43540-7-35,18.0,,76.09,30.15,230.83,0.0,255.15,0.13
43540-7-35,18.1,,76.1,30.15,165.9,0.0,255.07,0.03
43540-7-35,18.2,,76.1,30.15,107.9,0.0,255.03,0.03
43540-7-35,18.3,,76.1,30.15,96.73,0.0,255.02,0.02
43540-7-35,18.4,,76.1,30.15,92.95,0.0,255.01,0.01
43540-7-35,18.5,,76.1,30.15,91.31,0.0,255.0,0.0
43540-7-35,18.6,tackle,76.1,30.15,90.49,0.0,255.0,0.0
43540-7-35,18.7,,76.1,30.15,90.04,0.0,255.0,0.0
43540-7-35,18.8,,76.1,30.15,89.76,0.0,254.99,0.0
43540-7-35,18.9,,76.1,30.15,89.59,0.0,254.99,0.0
43540-7-35,19.0,,76.1,30.15,89.46,0.0,254.99,0.0
43540-7-35,19.1,,76.1,30.15,89.38,0.0,254.99,0.0
43540-7-35,19.2,,76.1,30.15,89.31,0.0,254.99,0.0
43540-7-35,19.3,,76.1,30.15,89.26,0.0,254.99,0.0
43540-7-35,19.4,,76.1,30.15,89.22,0.0,254.99,0.0
43540-7-35,19.5,,76.1,30.15,89.18,0.0,254.99,0.0
43540-7-35,19.6,,76.1,30.15,89.15,0.0,254.99,0.0
43540-7-35,19.7,,76.1,30.15,89.13,0.0,254.99,0.0
43540-7-35,19.8,,76.1,30.15,89.1,0.0,254.99,0.0
43540-7-35,19.9,,76.1,30.15,89.08,0.0,254.98,0.0
43540-7-35,20.0,,76.1,30.15,89.06,0.0,254.98,0.0
43540-7-35,20.1,,76.1,30.15,89.04,0.0,254.98,0.0
43540-7-35,20.2,,76.1,30.15,89.02,0.0,254.98,0.0
43540-7-35,20.3,,76.1,30.15,89.0,0.0,254.98,0.0
43540-7-35,20.4,,76.1,30.15,312.73,0.0,254.98,0.0
43540-7-35,20.5,,76.1,30.15,284.92,0.0,254.98,0.0
43540-7-35,20.6,,76.1,30.15,284.49,0.0,254.98,0.01
43540-7-35,20.7,,76.1,30.15,284.25,0.0,254.98,0.02
43540-7-35,20.8,,76.1,30.15,284.1,0.0,254.97,0.06
43540-7-35,20.9,,76.1,30.15,284.02,0.0,254.89,0.15
43540-7-35,21.0,,76.1,30.15,283.98,0.0,254.72,0.23
43540-7-35,21.1,,76.1,30.15,283.98,0.0,254.3,0.26
43540-7-35,21.2,,76.1,30.15,284.31,0.0,252.77,0.25
43540-7-35,21.3,,76.1,30.15,284.37,0.0,247.39,0.25
43540-7-35,21.4,,76.09,30.15,286.74,0.01,241.35,0.28
43540-7-35,21.5,,76.08,30.15,297.46,0.01,233.54,0.67
43540-7-35,21.6,,76.06,30.16,297.79,0.02,222.79,0.72
43540-7-35,21.7,,75.99,30.17,301.24,0.07,208.53,0.85
43540-7-35,21.8,,75.83,30.21,301.61,0.16,191.4,0.87
43540-7-35,21.9,,75.7,30.25,301.23,0.13,174.3,0.88
43540-7-35,22.0,,75.64,30.26,300.27,0.06,164.37,0.95
43540-7-35,22.1,,75.66,30.26,299.93,0.01,150.81,0.92
43540-7-35,22.2,,75.67,30.26,300.16,0.01,140.98,0.85
43540-7-35,22.3,,75.62,30.29,300.21,0.05,133.74,0.8
43540-7-35,22.4,,74.98,30.73,300.0,0.78,127.98,0.76
43540-7-35,22.5,,74.38,31.16,299.47,0.74,124.72,0.71
43540-7-35,22.6,,74.22,31.34,299.68,0.24,124.54,0.63
43540-7-35,22.7,,74.19,31.37,295.51,0.04,124.94,0.56
43540-7-35,22.8,,74.18,31.37,292.29,0.01,125.24,0.5
43540-7-35,22.9,,74.06,31.4,289.67,0.12,125.42,0.48
43540-7-35,23.0,,74.11,31.37,286.57,0.05,125.81,0.49
43540-7-35,23.1,,74.2,31.32,283.2,0.11,130.89,0.51
43540-7-35,23.2,,74.27,31.28,279.49,0.08,136.81,0.54
43540-7-35,23.3,,74.32,31.24,274.36,0.06,143.41,0.53
43540-7-35,23.4,,74.36,31.2,232.9,0.06,150.89,0.32
43540-7-35,23.5,,74.41,31.15,211.91,0.07,159.24,0.35
43540-7-35,23.6,,74.34,31.07,209.69,0.12,168.28,0.35
43540-7-35,23.7,,74.27,31.02,209.22,0.08,177.13,0.35
43540-7-35,23.8,,74.24,30.98,197.83,0.05,182.68,0.34
43540-7-35,23.9,,74.22,30.94,194.99,0.04,187.78,0.29
43540-7-35,24.0,,74.18,30.9,201.35,0.06,192.87,0.26
43540-7-35,24.1,,74.12,30.85,213.18,0.08,197.68,0.26
43540-7-35,24.2,,74.04,30.81,242.99,0.09,201.42,0.43
43540-7-35,24.3,,73.92,30.81,251.09,0.12,197.96,0.52
43540-7-35,24.4,,73.89,30.82,254.91,0.03,192.32,0.57
43540-7-35,24.5,,73.88,30.82,259.14,0.01,185.52,0.54
43540-7-35,24.6,,73.87,30.82,261.74,0.01,176.93,0.49
43540-7-35,24.7,,73.88,30.83,264.74,0.01,166.85,0.07
43540-7-35,24.8,,73.97,30.86,60.02,0.1,155.87,0.06
43540-7-35,24.9,,74.03,30.88,85.08,0.06,144.86,0.35
43540-7-35,25.0,,74.02,30.89,84.32,0.01,135.75,0.44
43540-7-35,25.1,,73.63,30.89,82.36,0.39,127.49,0.49
43540-7-35,25.2,,73.48,30.89,82.8,0.15,119.27,0.57
43540-7-35,25.3,,73.42,30.88,81.74,0.06,111.83,0.6
43540-7-35,25.4,,73.38,30.88,81.88,0.04,105.9,0.64
43540-7-35,25.5,,73.4,30.89,82.5,0.02,102.57,0.69
43540-7-35,25.6,,74.12,30.97,82.87,0.72,101.48,0.7
43540-7-35,25.7,,74.31,31.0,84.53,0.19,102.29,0.65
43540-7-36,0.0,line_set,79.46,29.48,277.6,0.01,181.24,0.36
43540-7-36,0.1,,79.45,29.48,278.02,0.01,182.16,0.36
43540-7-36,0.2,,79.44,29.48,278.21,0.01,183.3,0.36
43540-7-36,0.3,,79.42,29.49,278.28,0.02,184.4,0.36
43540-7-36,0.4,,79.35,29.51,277.72,0.07,185.42,0.36
43540-7-36,0.5,,79.18,29.54,277.25,0.18,186.32,0.36
43540-7-36,0.6,,79.01,29.56,276.69,0.17,187.21,0.36
43540-7-36,0.7,,78.9,29.55,276.4,0.1,188.03,0.35
43540-7-36,0.8,,78.86,29.55,276.17,0.04,188.82,0.35
43540-7-36,0.9,,78.86,29.55,276.02,0.01,189.62,0.34
43540-7-36,1.0,,78.85,29.56,275.87,0.01,190.41,0.34
43540-7-36,1.1,,78.84,29.56,275.63,0.01,191.07,0.33
43540-7-36,1.2,,78.83,29.56,275.12,0.0,191.4,0.32
43540-7-36,1.3,,78.84,29.56,273.65,0.01,191.35,0.28
43540-7-36,1.4,,78.84,29.55,268.38,0.0,191.08,0.17
43540-7-36,1.5,,78.84,29.55,255.34,0.0,190.89,0.07
43540-7-36,1.6,,78.84,29.55,111.76,0.0,190.77,0.05
43540-7-36,1.7,,78.84,29.54,102.75,0.0,190.78,0.21
43540-7-36,1.8,,78.84,29.54,102.06,0.0,190.81,0.39
43540-7-36,1.9,ball_snap,78.84,29.54,101.54,0.0,190.94,0.56
43540-7-36,2.0,,78.85,29.54,100.71,0.0,191.26,0.71
43540-7-36,2.1,,78.85,29.54,100.34,0.0,192.07,0.83
43540-7-36,2.2,,78.86,29.54,99.53,0.01,193.37,0.96
43540-7-36,2.3,,78.87,29.54,98.88,0.01,194.91,1.1
43540-7-36,2.4,,78.89,29.53,98.07,0.02,196.29,1.23
43540-7-36,2.5,,78.98,29.51,97.65,0.09,197.57,1.37
43540-7-36,2.6,,79.23,29.46,97.56,0.26,198.95,1.52
43540-7-36,2.7,,79.55,29.4,97.91,0.32,200.44,1.67
43540-7-36,2.8,,79.83,29.35,98.2,0.28,201.8,1.83
43540-7-36,2.9,,80.09,29.32,98.43,0.26,202.5,1.98
43540-7-36,3.0,,80.31,29.29,98.35,0.22,202.71,2.13
43540-7-36,3.1,,80.55,29.27,98.5,0.24,202.28,2.29
43540-7-36,3.2,,80.8,29.25,98.55,0.25,200.63,2.43
43540-7-36,3.3,,81.04,29.23,98.7,0.24,197.3,2.58
43540-7-36,3.4,,81.29,29.22,99.09,0.25,192.6,2.7
43540-7-36,3.5,,81.55,29.18,99.31,0.26,186.74,2.72
